spotify_id,name,followers,popularity,genres,chart_hits
5IFCkqu9J6xdWeYMk5I889,Gloria Estefan,637674.0,65,"['dance pop', 'latin pop']","['at (1)', 'de (1)']"
4yTmEo2clwWq2jwelvqgVv,Fredo Bang,637260.0,60,"['baton rouge rap', 'pop rap', 'southern hip hop', 'trap']",
1EpyA68dKpjf7jXmQL88Hy,Noname,634183.0,55,"['alternative r&b', 'chicago rap', 'escape room', 'hip hop', 'indie soul', 'neo soul', 'rap', 'underground hip hop']",
1bTROl5p3rGTpvKeWnGgrw,Sohail Sen,634146.0,58,"['desi pop', 'filmi', 'modern bollywood']",['in (4)']
40ZNYROS4zLfyyBSs2PGe2,Zach Bryan,633879.0,80,['oklahoma country'],"['us (4)', 'au (1)', 'ca (1)', 'ie (1)', 'nz (1)']"
30DIeQNV9s1HEXyuCpGF4l,Khel Pangilinan,633591.0,49,['opm'],['ph (2)']
15uNxh8omvRvH71kcdIe2r,Renaud,633550.0,57,"['chanson', 'french pop', 'french rock']",['fr (9)']
1C6qssOWal7Sii2guMg0mx,Pop Pongkool,633549.0,53,['thai pop'],['th (7)']
7rTPCNINGzMp3Hc8Xqht5Z,13 Block,633359.0,52,"['french hip hop', 'pop urbaine', 'rap francais']","['be (1)', 'fr (33)', 'lu (1)', 'ch (1)']"
4BFn4jmfqSNaHtPWHTcy41,MamboLosco,632431.0,65,['trap italiana'],['it (28)']
5lODCkFdEtpPn3YxfmyLfT,Armando Manzanero,632356.0,56,"['bolero', 'cancion melodica', 'latin pop', 'musica yucateca', 'velha guarda']",
66Ok6bgC570sHkw08N20pZ,OBOY,631475.0,68,"['french hip hop', 'pop urbaine', 'rap francais']","['be (4)', 'fr (21)', 'lu (2)', 'ma (3)', 'ch (4)']"
00C6n2psbFm6XWqyPCXJ5v,Ufuk Beydemir,631325.0,57,"['turkish rock', 'turkish singer-songwriter']",['tr (4)']
1SxuyHZnLUFyFHGzdGaxZk,Wejdene,631055.0,51,['francoton'],"['be (4)', 'fr (17)', 'lu (3)', 'ma (2)', 'ch (4)']"
6zlR5ttMfMNmwf2lecU9Cc,Sam Fender,631034.0,70,"['modern rock', 'north east england indie']","['gb (16)', 'au (1)', 'is (1)', 'ie (1)', 'nl (1)', 'nz (1)', 'no (1)', 'se (1)']"
5snNHNlYT2UrtZo5HCJkiw,Epik High,630279.0,56,"['k-pop', 'k-rap', 'korean old school hip hop', 'korean pop']","['hk (2)', 'id (1)', 'my (5)', 'sg (3)', 'kr (5)', 'tw (5)', 'th (1)', 'vn (2)']"
063Vp9es6lLAbFUDtIAkFD,Abraham Vazquez,629928.0,58,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana', 'sierreno']",
5tG5dl5mS2wB5w72YBpsyg,Herbert Grönemeyer,629217.0,57,"['german pop', 'german rock', 'liedermacher']",['de (1)']
6KWcxMWVNVIYbdOQyJtsSy,The Platters,628343.0,59,"['adult standards', 'brill building pop', 'doo-wop', 'lounge', 'rock-and-roll', 'rockabilly']","['gb (1)', 'be (1)', 'ca (1)', 'dk (1)', 'ee (1)', 'fr (1)', 'de (1)', 'gr (1)', 'hu (1)', 'is (1)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'mt (1)', 'no (1)', 'pl (1)', 'sk (1)', 'se (1)', 'ch (1)']"
5Hsv8dUHHOdnn72q4XIVz7,Leiva,627600.0,64,"['latin arena pop', 'spanish pop', 'spanish rock']",['es (34)']
6Xg22wJOAcnvPUfk5WvODH,JEON SOYEON,626827.0,56,['k-pop'],['kr (1)']
6tkyhGe9hGI3Lcfo4gVh6Z,ChocQuibTown,625649.0,56,"['colombian hip hop', 'colombian pop', 'colombian rock', 'latin alternative', 'latin pop', 'reggaeton colombiano', 'salsa choke', 'tropical']","['ar (1)', 'bo (2)', 'cl (1)', 'co (23)', 'cr (1)', 'do (1)', 'ec (2)', 'sv (1)', 'gt (2)', 'hn (1)', 'mt (1)', 'mx (1)', 'ni (1)', 'pa (3)', 'py (1)', 'pe (3)', 'es (2)', 'uy (2)']"
4pb4rqWSoGUgxm63xmJ8xc,Madeon,625250.0,58,"['complextro', 'edm', 'electro house', 'electropop', 'filter house', 'nantes indie', 'pop dance']","['au (1)', 'at (2)', 'ca (1)', 'co (1)', 'fr (2)', 'de (2)', 'lt (1)', 'no (1)']"
5q0uL3T6JoEVGylrtCnfCb,Enes Batur,624185.0,36,[],['tr (4)']
04MtOUkmIDC4LAxDDBjrOY,Andre Hazes,624155.0,60,"['dutch pop', 'dutch rock', 'levenslied', 'nederpop']",['nl (3)']
0mkH5jj3goQ51JtPKVodTo,Mustafa Sandal,623931.0,59,['turkish pop'],['tr (7)']
6IP4VnqS1pOiQcPVP4zx0H,Prem Dhillon,621525.0,67,"['desi hip hop', 'desi pop', 'punjabi pop']",['in (19)']
04vj3iPUiVh5melWr0w3xT,Christine and the Queens,620061.0,57,"['art pop', 'electro-pop francais', 'electropop', 'metropopolis', 'shimmer pop']","['gb (1)', 'au (1)', 'be (7)', 'fr (7)', 'ie (2)', 'lv (1)', 'lt (1)', 'nl (1)', 'nz (1)', 'ch (2)']"
2PfxoKmrvMLvTAkn5azNZ6,KLEAR,619657.0,47,"['thai pop', 'thai rock']",['th (7)']
5Q81rlcTFh3k6DQJXPdsot,Mura Masa,619238.0,65,"['channel islands indie', 'hyperpop', 'vapor soul']","['gb (4)', 'au (3)', 'at (1)', 'be (2)', 'dk (1)', 'ee (1)', 'de (1)', 'is (1)', 'ie (2)', 'lv (1)', 'lt (1)', 'lu (1)', 'nz (2)', 'no (1)', 'pl (1)', 'sk (1)', 'ch (1)']"
04TVfWdJWbfH0FOT2zA1Tg,Amar Azul,619164.0,61,"['chicha', 'cumbia chilena', 'cumbia villera']",['cl (4)']
1vg8YXdgvLLPPeXZkM7g5W,Daryl Ong,618487.0,46,['opm'],['ph (3)']
6RoZip1Hn7ahR6MjzBKKLK,Mawar de Jongh,618371.0,46,['indonesian pop'],['id (2)']
5lbM4g6bhxjNX7R5QHP2nD,Xavier Rudd,617549.0,61,"['australian indie folk', 'australian reggae fusion']","['nl (1)', 'ch (1)']"
3vJJGsSAF5zQegZo5sJEh6,Can Bonomo,616997.0,58,"['eurovision', 'turkish pop', 'turkish rock']",['tr (14)']
3Wb38LDP3N4tkobValgE9D,Juanka,616736.0,66,"['reggaeton', 'reggaeton flow', 'trap latino']",['cl (3)']
32UhRcgdXO6LdLhOpfIdxp,Rohff,616513.0,58,"['francoton', 'french hip hop', 'pop urbaine', 'rap conscient', 'rap francais']",['fr (20)']
1063YgLGlWU0JM26pOnrnv,Tuğba Yurt,616463.0,54,"['turkish pop', 'turkish trap pop']",['tr (7)']
6y4IOQcDIDg6I1OEKf2oJk,Paola Jara,615742.0,53,['musica popular colombiana'],['co (1)']
3aIDSTKS9yH745GUQBxDcS,Fish Leong,615404.0,58,"['malaysian mandopop', 'mandopop']","['sg (1)', 'tw (19)']"
6ynopZPMBXcIGBI9M02Un5,Haftbefehl,615356.0,64,['german hip hop'],"['at (10)', 'de (30)', 'lu (5)', 'ch (10)']"
3f49JTIdjQTVVx2Y6ifVLc,Banda Neira,614471.0,52,"['indonesian folk pop', 'indonesian indie', 'indonesian pop']",['id (4)']
3EOEK57CV77D4ovYVcmiyt,Dennis Lloyd,613720.0,66,['israeli pop'],"['us (2)', 'gb (1)', 'au (1)', 'at (3)', 'be (2)', 'bo (1)', 'br (1)', 'bg (3)', 'ca (2)', 'co (1)', 'cy (2)', 'cz (2)', 'dk (2)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (2)', 'fi (1)', 'fr (4)', 'de (3)', 'gr (2)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (3)', 'is (1)', 'id (1)', 'ie (2)', 'il (22)', 'it (1)', 'jp (1)', 'lv (2)', 'lt (2)', 'lu (4)', 'my (1)', 'mt (2)', 'mx (1)', 'nl (1)', 'nz (1)', 'no (1)', 'pa (1)', 'ph (1)', 'pl (2)', 'pt (2)', 'ro (5)', 'sg (1)', 'sk (2)', 'es (1)', 'se (2)', 'ch (3)', 'tw (2)', 'th (1)', 'tr (1)', 'uy (1)', 'vn (1)']"
3A9B6c1CrSPauiOblw7pWz,Nico Santos,612919.0,63,['german pop'],"['at (6)', 'cz (1)', 'de (6)', 'lu (3)', 'no (1)', 'pl (1)', 'sk (1)', 'ch (4)']"
4l1cKWYW591xnwEGxpUg3J,Miike Snow,612412.0,55,"['alternative dance', 'electropop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'swedish electropop', 'swedish indie pop', 'swedish synthpop']","['us (1)', 'au (1)', 'br (1)', 'ca (1)', 'cz (1)', 'ee (1)', 'is (1)', 'lv (1)', 'lt (1)', 'nz (1)', 'no (1)', 'sk (1)', 'se (1)']"
7e10JUMF7MJmmwYpnTSMI5,Dave East,610575.0,61,"['gangster rap', 'harlem hip hop', 'hip hop', 'nyc rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",
5YekZn3GGnPIURNA6RG124,Ana Torroja,609948.0,59,"['latin arena pop', 'latin pop', 'mexican pop', 'spanish pop']",['mx (3)']
5exS0bytCYdixgv02DaCm3,William Singe,609817.0,61,"['pop r&b', 'post-teen pop', 'r&b', 'urban contemporary']","['it (1)', 'my (1)', 'ph (1)', 'sg (1)']"
586uxXMyD5ObPuzjtrzO1Q,Sofi Tukker,609812.0,68,[],"['ar (1)', 'au (2)', 'be (1)', 'bg (2)', 'cy (1)', 'cz (1)', 'eg (1)', 'ee (2)', 'gr (2)', 'hu (2)', 'il (1)', 'lv (2)', 'lt (4)', 'mt (2)', 'nl (2)', 'nz (1)', 'pl (1)', 'sk (2)', 'za (1)', 'se (2)', 'tr (3)', 'uy (1)']"
2qbEtwBVyobgpNP5KcHE9J,Pusho,609777.0,59,"['reggaeton', 'reggaeton flow', 'trap latino']","['ar (1)', 'bo (1)', 'cl (2)', 'do (1)', 'gt (1)', 'pa (1)', 'py (1)', 'pe (1)', 'es (1)', 'uy (1)']"
0cGfitvwmFr2sSywioWYNM,Whatcharawale,609488.0,53,['thai pop'],['th (8)']
1UYjFeWiTTiOfDRYvUmJul,Bird Thongchai,608794.0,49,"['classic thai pop', 'thai pop']",['th (8)']
0dwEXtB6gceh7EO7tCsxhD,Giusy Ferreri,608438.0,54,"['classic italian pop', 'italian adult pop', 'italian pop']",['it (4)']
6dbdXbyAWk2qx8Qttw0knR,Josman,607814.0,67,"['french hip hop', 'pop urbaine', 'rap conscient']","['be (7)', 'fr (47)', 'ma (2)', 'ch (2)']"
1V3VTM7VspiQjcmRhC010n,Quintino,607480.0,60,"['dutch edm', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house']","['au (1)', 'id (1)', 'lt (1)', 'nl (1)', 'no (1)', 'pa (1)', 'sk (1)', 'tw (1)']"
0obu7Om4zu9ahul5DI4JtY,Chris MC,606695.0,68,"['brazilian hip hop', 'rap mineiro']",
3GbUWWI1rMwAIPbUVPvnPA,Silbermond,606414.0,53,"['german pop', 'german pop rock', 'german rock']","['at (1)', 'de (2)', 'ch (1)']"
0XkEUMM4lJHAzfTK9vR0cu,Violette Wautier,606146.0,55,"['thai indie pop', 'thai pop']",['th (13)']
57A85GCAJn0reNAez6Hswt,Naif,606016.0,60,"['indonesian indie', 'indonesian pop']",['id (3)']
0fskdccy6fvnWMNMNPqEro,PSICOLOGI,605511.0,66,"['italian hip hop', 'rome indie']",['it (26)']
7BFnoFhJjLWcsqmN3Hizqg,Joe Arroyo,605444.0,59,"['salsa', 'salsa colombiana', 'tropical']",['co (5)']
2UeuiDT17tm6ljs9D4bSMX,Agsunta,604998.0,51,"['opm', 'pinoy rock']",['ph (2)']
0HSc7yUdNSosxRb2UJnXlz,Namika,604702.0,51,['german pop'],"['at (2)', 'de (4)', 'lu (4)', 'ch (2)']"
1rdQOMFFtoskDXXUVjiGo9,Shweta Mohan,604293.0,61,"['filmi', 'tamil pop']",['in (1)']
78u1jLVBjPSXQVmHBV43yG,Alborosie,602592.0,57,"['modern reggae', 'reggae', 'roots reggae']",
5lzqFxifzjxYHGJxuwQqtR,Francesco Gabbani,602462.0,52,"['italian adult pop', 'italian pop']","['be (1)', 'bg (1)', 'ee (1)', 'gr (1)', 'hu (1)', 'is (1)', 'it (6)', 'lv (1)', 'lt (1)', 'mt (2)', 'pt (1)', 'es (1)', 'se (1)']"
3ebOqZZsLCDAkLS6QdI8cc,Fabrizio Moro,602278.0,53,"['classic italian pop', 'italian adult pop']",['it (3)']
4bJh7sMPcVRiqe5jlnsWQV,DELLAFUENTE,600746.0,66,"['flamenco urbano', 'trap latino', 'urbano espanol']",['es (16)']
5KPJMJR9PCfMWSfco8i4W4,Alex Aiono,600440.0,51,['post-teen pop'],
5JMLG56F1X5mFmWNmS0iAp,Chelsea Cutler,600337.0,69,"['alt z', 'electropop', 'indie poptimism', 'pop', 'tropical house', 'uk pop']","['id (1)', 'lt (1)', 'my (2)', 'sg (2)', 'tw (1)', 'th (2)']"
2QDHxmDObOuv9MCeBYiFtq,Ceg,599456.0,57,"['new school turkce rap', 'turkish hip hop', 'turkish trap']","['cy (1)', 'tr (24)']"
5MouCg6ta7zAxsfMEbc1uh,OMI,599393.0,64,['dance pop'],"['us (4)', 'gb (5)', 'ar (5)', 'au (6)', 'at (5)', 'be (6)', 'bo (5)', 'br (4)', 'bg (4)', 'ca (5)', 'cl (5)', 'co (5)', 'cr (5)', 'cy (3)', 'cz (5)', 'dk (7)', 'do (5)', 'ec (5)', 'sv (5)', 'ee (5)', 'fi (4)', 'fr (5)', 'de (6)', 'gr (4)', 'gt (5)', 'hn (5)', 'hk (4)', 'hu (5)', 'is (4)', 'id (2)', 'ie (5)', 'it (5)', 'lv (4)', 'lt (5)', 'lu (4)', 'my (5)', 'mt (4)', 'mx (6)', 'nl (7)', 'nz (5)', 'ni (5)', 'no (4)', 'pa (6)', 'py (5)', 'pe (5)', 'ph (5)', 'pl (4)', 'pt (5)', 'sg (4)', 'sk (5)', 'es (6)', 'se (8)', 'ch (4)', 'tw (4)', 'tr (4)', 'uy (5)']"
3heR1it0slFXjaa7E62zpw,Maldita Nerea,599019.0,55,"['latin arena pop', 'latin pop', 'spanish pop', 'spanish pop rock']","['ec (1)', 'es (9)']"
2MLHBMApNE5h8wIufiTPs7,Duncan Dhu,597060.0,58,"['cantautor', 'rock en espanol', 'spanish new wave', 'spanish pop']","['hn (1)', 'mx (1)', 'pe (1)', 'es (1)']"
2F5W6Rsxwzg0plQ0w8dSyt,Leehom Wang,597045.0,54,"['c-pop', 'mandopop', 'taiwan pop']","['hk (1)', 'sg (1)', 'tw (8)']"
1gWjcmBsveEYMxOZ0VRi32,Koffee,596561.0,61,"['dancehall', 'dancehall queen', 'jamaican dancehall', 'modern reggae']","['gb (2)', 'cr (1)', 'pa (1)']"
7GmXwGXJSsmWTkCyk5Twux,Kase.O,596285.0,60,"['rap politico', 'spanish hip hop']",['es (10)']
4RfOLIFy2xEmlWzXEVmLJn,Sjava,595914.0,47,"['afro soul', 'south african pop']",['za (4)']
4ylR3zwA0zaapAu94fktwa,Macy Gray,595664.0,60,"['neo soul', 'soul']",['pl (1)']
5KBbs98MK59UNMF1VTwMmz,Claudio Capéo,595561.0,54,"['chanson', 'francoton', 'french pop', 'variete francaise']",['fr (1)']
5EBnQEKoaiAk37Q7cfGrE1,Idan Raichel,595469.0,53,"['classic israeli pop', 'israeli mediterranean', 'israeli pop', 'israeli singer-songwriter']",['il (22)']
79hrYiudVcFyyxyJW0ipTy,The Paper Kites,595209.0,65,"['australian indie folk', 'indie folk', 'stomp and holler']","['be (1)', 'ca (1)', 'gr (1)', 'hu (1)', 'lt (1)', 'my (1)', 'nl (1)', 'pl (2)', 'sg (2)', 'ch (1)', 'tw (1)', 'tr (2)']"
2YFBOR9KIxC6WqHclkj9Yq,Keke Palmer,594880.0,54,"['dance pop', 'pop r&b', 'post-teen pop', 'r&b']",
6vPXtLmNd3mW0dd1Rb9eQ9,Don Patricio,594761.0,59,"['rap canario', 'urbano espanol']","['ar (1)', 'bo (1)', 'co (1)', 'ec (1)', 'sv (1)', 'gt (1)', 'in (1)', 'mx (1)', 'ni (1)', 'pa (1)', 'pe (1)', 'es (9)', 'uy (1)', 'ad (1)']"
1dWEYMPtNmvSVaDNLgB6NV,Saint Motel,593655.0,63,"['la indie', 'modern alternative rock', 'modern rock', 'rock']","['at (1)', 'ca (1)', 'fr (1)', 'it (2)', 'lv (1)', 'pl (1)']"
28INUgyzTTRbvSphrJbgZ2,C2C,592401.0,47,"['nantes indie', 'turntablism']","['fr (3)', 'lv (2)', 'ch (1)']"
6POfB0fHdzXFLWL3RHxLv8,Creep Hyp,592116.0,61,"['j-pop', 'j-rock', 'japanese alternative rock']",['jp (4)']
3oKRxpszQKUjjaHz388fVA,Parcels,591981.0,64,"['aussietronica', 'indie soul']",['fr (1)']
6quRLJ5SiWHgcVMoE9TEJj,Andreas Bourani,591771.0,53,['german pop'],"['at (2)', 'de (5)', 'ch (3)']"
2oeTqp8DgAmtnP2WGc1OS2,Naezy,590529.0,42,"['desi hip hop', 'hindi hip hop']",['in (1)']
68ePdYvtRgq9CiPzv6fapI,Salman Khan,590020.0,56,"['desi pop', 'filmi', 'modern bollywood']",
0kjGPGtoyKwKVOZAKmv5K6,GIULIA BE,589092.0,61,"['funk carioca', 'pop nacional']","['br (5)', 'pt (5)', 'uy (1)']"
27w1NoOLMX7tJMYqcetPyG,VIC MENSA,588798.0,60,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']","['au (1)', 'ca (2)']"
0ylYRIvKTpv9uvTfKbYjM0,Mehmet Erdem,588456.0,48,"['turkish jazz', 'turkish pop', 'turkish rock']",['tr (4)']
03E7w8NrBr4lNCK33TQyil,Keyakizaka46,588149.0,51,"['j-idol', 'j-pop', 'j-pop girl group']",['jp (7)']
2wSgVsgLUZeDJwoLcPO7ny,Pistol Annies,587335.0,54,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",
3W4lVkySjtIvd67UUg0F3i,Cabas,586743.0,54,"['colombian pop', 'colombian rock', 'ecuadorian pop', 'latin alternative', 'latin pop', 'latin rock', 'reggaeton colombiano', 'rock en espanol', 'tropical']","['ec (2)', 'hn (1)']"
582KhTHEVOONNQLmQ5612r,Calcutta ,586635.0,59,"['italian indie pop', 'rome indie']",['it (14)']
295s7rUdwD6adgPiYMRUAM,Musa Eroğlu,586487.0,54,"['arabesk', 'baglama', 'turkish folk']",['tr (1)']
1PbBg2aYjWLKRk84zJK15x,Echosmith,586365.0,61,['indie poptimism'],"['us (2)', 'gb (1)', 'ar (2)', 'au (2)', 'at (1)', 'be (2)', 'bo (1)', 'br (3)', 'bg (2)', 'ca (2)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (1)', 'cz (2)', 'dk (2)', 'do (2)', 'ec (1)', 'sv (2)', 'ee (2)', 'fi (2)', 'fr (1)', 'de (1)', 'gr (3)', 'gt (2)', 'hn (2)', 'hk (3)', 'hu (2)', 'is (2)', 'ie (2)', 'it (2)', 'lv (3)', 'lt (5)', 'lu (1)', 'my (5)', 'mt (3)', 'mx (2)', 'nl (2)', 'nz (2)', 'ni (1)', 'no (1)', 'pa (2)', 'py (1)', 'pe (1)', 'ph (4)', 'pl (3)', 'pt (3)', 'ro (1)', 'sg (3)', 'sk (3)', 'es (3)', 'se (2)', 'ch (2)', 'tw (2)', 'th (1)', 'tr (2)', 'uy (2)']"
4WqXqPmUuenMIr4QaFrZXN,Saucy Dog,585132.0,68,"['j-indie', 'j-pop', 'japanese alternative rock']",['jp (8)']
6aBoKzSTjuIi0sY69XHLk3,Karol Sevilla,584805.0,46,['latin viral pop'],['mx (1)']
0wmFEqpoc2FgAv8IPtCLBW,Karan Sehmbi,583819.0,54,"['desi pop', 'punjabi pop']",['in (1)']
0eI3X5rAzHRZVe5FPk4MN1,Bad Wolves,582559.0,61,"['alternative metal', 'metal']","['ca (1)', 'fi (1)', 'ro (1)', 'se (1)']"
4XWTdNlsP8jqo5BDn5hgmd,Ermal Meta,581472.0,49,['italian adult pop'],"['ee (1)', 'it (7)', 'lt (1)', 'mt (1)']"
0Qbd0AGWuzggX61s306wZN,Ebru Yaşar,581377.0,56,"['arabesk', 'deep turkish pop', 'turkish pop', 'turkish trap pop']",['tr (6)']
63XBtGSEZINSyXylZxEUbv,Victoria Monét,581264.0,62,"['alternative r&b', 'indie r&b', 'pop', 'post-teen pop', 'r&b', 'rap']",
1wFoE1RwBMWoWkXcFrCgsx,Josylvio,581196.0,65,['dutch hip hop'],"['be (36)', 'lu (1)', 'nl (113)']"
37ioGUZGhKk7VjWIocx8kM,DTF,580874.0,62,"['french hip hop', 'pop urbaine', 'rap conscient', 'rap francais']","['be (2)', 'fr (46)', 'ma (3)', 'ch (2)']"
5Ypafuz95Xk09YDf4tgAvU,Ayax y Prok,580809.0,62,"['rap politico', 'urbano espanol']",['es (10)']
5FxD8fkQZ6KcsSYupDVoSO,Omar Apollo,580014.0,72,"['bedroom pop', 'bedroom soul', 'pop', 'r&b']",
7FDlvgcodNfC0IBdWevl4u,James Vincent McMorrow,579699.0,57,"['indie folk', 'irish singer-songwriter', 'neo mellow']","['au (1)', 'at (1)', 'fr (2)', 'ie (4)', 'es (1)']"
0CIwCGmQMqHqiblnZlFia1,Stephen Marley,579616.0,60,"['lovers rock', 'modern reggae', 'reggae', 'roots reggae']",
1Qv4E1VgZOGnOYd99Kp5Bs,Las Pelotas,579202.0,58,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']","['ar (3)', 'uy (1)']"
7unNuvk3OEqGmegHTaxRA9,JUDY AND MARY,578762.0,51,"['anime', 'classic j-pop', 'j-pop', 'j-poprock', 'j-rock']",['jp (1)']
3TAYxk5QBcHunmb0qkeTn2,Francesco Renga,578713.0,50,"['classic italian pop', 'italian adult pop']",['it (9)']
5eir5zFJpES4j7gsymbVyl,Ronnie Flex,578110.0,67,"['dutch hip hop', 'dutch pop', 'dutch rap pop']","['be (19)', 'nl (59)']"
3rjcQ5VIWCN4q7UFetzdeO,JustaTee,577789.0,51,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",['vn (8)']
2LgKrgRJcbJlt14i1LTzDU,Amit Mishra,577615.0,55,"['desi pop', 'filmi', 'modern bollywood']",['my (1)']
5AAzeysphag0NxJxLbbVla,Columbine,577500.0,56,"['french hip hop', 'rap calme', 'rap conscient']","['be (5)', 'fr (31)', 'ch (1)']"
4She1focTkX0pwpJUtS5eo,Banda XXI,575781.0,58,"['argentine rock', 'cuarteto', 'cumbia villera']",['ar (3)']
5rhznZjKfSxtKVqB0JZtpC,Bonde R300,575282.0,42,"['funk carioca', 'funk paulista']",['br (1)']
4KDyYWR7IpxZ7xrdYbKrqY,Bonnie Raitt,575146.0,59,"['country rock', 'electric blues', 'folk', 'folk rock', 'lilith', 'mellow gold', 'roots rock', 'singer-songwriter', 'soft rock']",
1vaQ6v3pOFxAIrFoPrAcom,Ari Lennox,574717.0,68,"['alternative r&b', 'dmv rap', 'neo soul', 'pop', 'r&b', 'rap']",
49eo9xE4yGzJLWkOndiODs,Deichkind,574524.0,55,"['german pop', 'german rock', 'hamburg hip hop']","['at (2)', 'de (4)']"
7EjxNoVjXo7gL73F2EdXVA,Empire Cast,574111.0,52,"['r&b', 'urban contemporary']","['us (2)', 'at (1)', 'de (10)', 'pt (16)', 'ch (2)']"
4FqPRilb0Ja0TKG3RS3y4s,Steve Angello,573884.0,56,"['disco house', 'edm', 'electro house', 'house', 'pop dance', 'progressive electro house', 'progressive house']","['us (1)', 'at (1)', 'be (1)', 'br (1)', 'ca (2)', 'dk (2)', 'fi (1)', 'de (1)', 'my (1)', 'mt (1)', 'no (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'sg (1)', 'se (3)', 'ch (1)', 'tw (1)', 'tr (1)']"
28bHkFlKKHHudmgvnfYpiJ,Deniz Seki,573292.0,49,"['deep turkish pop', 'turkish pop']",['tr (4)']
2WoVwexZuODvclzULjPQtm,Sampha,572949.0,64,['indie soul'],['gb (1)']
1TtJ8j22Roc24e2Jx3OcU4,Purity Ring,572714.0,53,"['art pop', 'canadian electropop', 'chillwave', 'dark pop', 'dream pop', 'edmonton indie', 'electropop', 'grave wave', 'indietronica', 'metropopolis', 'shimmer pop']","['us (1)', 'au (1)', 'at (1)', 'ca (1)', 'de (1)']"
4I7D65YMlr6ZxVEGPb7q2K,Johannes Oerding,572231.0,56,"['german pop', 'german pop rock']",['de (1)']
57n1OF36WvtOeATY6WQ6iw,Digga D,571229.0,67,"['aussie drill', 'london rap', 'melodic drill']","['gb (20)', 'fr (1)', 'ie (7)']"
4uiMn2g0pgTrhN096QJhbp,Borgeous,570855.0,55,"['edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']","['ca (1)', 'nl (1)', 'pl (1)']"
3xDVmZmDpaF1uuez2N7mKl,Tim Bendzko,570307.0,51,['german pop'],"['at (1)', 'de (2)', 'lu (1)']"
3zSMaWnvUzyNlOW0Tj2s4N,SCRUBB,570016.0,50,"['thai indie pop', 'thai indie rock', 'thai pop']",['th (18)']
0MEchSWR9pJvw1S5CV3Kuk,Rainie Yang,569929.0,53,"['mandopop', 'taiwan pop']","['hk (2)', 'tw (27)']"
4cgw3nEf6uOQ2NqHwSXErR,Balti,568992.0,54,"['arabic hip hop', 'moroccan pop', 'rap tunisien', 'rif', 'tunisian pop']","['mt (1)', 'ma (7)', 'tr (1)']"
5F1aoppMtU3OMiltO8ymJ2,Hugh Jackman,568607.0,66,"['hollywood', 'show tunes']","['us (4)', 'gb (4)', 'au (4)', 'at (2)', 'cz (2)', 'do (1)', 'hk (4)', 'hu (2)', 'is (2)', 'id (4)', 'ie (4)', 'jp (4)', 'my (4)', 'mt (4)', 'mx (4)', 'nz (4)', 'no (2)', 'pa (1)', 'ph (4)', 'pt (1)', 'sg (4)', 'es (1)', 'tw (4)']"
2oVrruuEI0Dr2I4NvLtQS0,Clara Luciani,568536.0,60,"['french indie pop', 'french pop']","['be (1)', 'fr (5)']"
6LWyVEIBnx7MoRBhQxu9om,Anurag Kulkarni,567559.0,65,['tollywood'],['in (5)']
7E0NXeBm7iHldSxEFN4XJd,Mc Gui,567427.0,33,"['funk carioca', 'funk ostentacao']",['br (2)']
6ieK9Ddas29reReO60on3o,"Gotay ""El Autentiko""",566697.0,60,"['latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",['cl (2)']
7EyPI6TWLhz3XUpxkbyCV2,GionnyScandal,565927.0,47,"['emo rap italiano', 'italian adult pop', 'italian pop']",['it (5)']
3yzGegJHrOW1CndMVFoo3m,Hidra,565882.0,59,"['turkish hip hop', 'turkish trap']",['tr (14)']
2joIhhX3Feq47H4QXVDOr3,RINI,564707.0,62,"['australian r&b', 'bedroom soul', 'chill r&b', 'pop']","['ph (1)', 'kr (1)', 'th (1)']"
3g7vYcdDXnqnDKYFwqXBJP,SB19,563668.0,59,"['opm', 'pinoy idol pop']","['ph (11)', 'ae (1)']"
1caoBfXJrbKCwIaTzGkyHn,SIX60,561896.0,61,"['nz pop', 'nz reggae', 'pacific islands pop']",['nz (40)']
